,PM2.5,water_EQI_22July2013,land_EQI_22July2013,PCP Ratio,MHP Ratio,Dentist Ratio,FIPS,Latitude,Longitude,% Fair/Poor Health,Physically Unhealthy Days,Mentally Unhealthy Days,% No high school diploma,% Bachelors,Median household income,Healthcare Costs,Preventable Hosp. Rate,% Smokers,% Obese,Food Environment Index,% Physically Inactive,% Insufficient Sleep,% With Access to Exercise,% Excessive Drinking,% Alcohol-Impaired Driving,% Uninsured,% Diabetic,% Unemployed,Income Ratio,Violent Crime Rate,Injury Death Rate,% Severe Housing Problems,% Long Commute - Drives Alone,Years of Potential Life Lost Rate,Chlamydia Rate,perc_pop_fluo,PrescribingRate
73,5.8,-0.0300119,-5.091047,381,145,705,2070,59.136256,-158.718472,22.12080904,5.040534155,4.486705075,35.22727273,319.7798774,52641,7052.76,6230,31.6179308,38.5,4.7,24.1,34.9436369,78.6259542,20.0904105,100,20.85821721,9.9,9.294403893,4.95102932,235.0347809,152.7269804,38.51851852,3.9,14041.02165,1320.8,0.327336198,69.22447607
74,5.8,0.9446222,-4.819605,1307,191,744,2090,64.831552,-147.624018,13.20910934,3.508140692,2.963951082,30.37974684,24828.20342,74241,6335.18,1822,18.4474925,29.4,7.8,16.7,30.20848831,75.39275064,23.4796719,36.17021277,13.59337656,6,6.294424938,3.734959663,276.4416799,79.84279574,23.22934233,15.3,6967.132067,699.6,0.071600401,42.9
75,5.8,-0.0641811,-5.207704,312,316,1263,2100,59.264125,-135.559897,13.65582731,3.406543062,3.242018062,13.04347826,337.266886,53413,8476.65,2142,17.0535122,26.3,7.5,19.7,29.51001767,99.96012759,20.34071331,0,20.48611111,8.9,9.090909091,4.200320513,155.823919,88.88780687,22.12765957,4.3,8946.27444,367.8877297,0,69.22447607
76,5.8,-0.2959269,-5.019111,833,358,2145,2105,58.078282,-135.384163,17.28048773,4.10577138,3.776845362,27.27272727,405.9481131,50573,5283.89,4945.947431,21.59685412,31.7,4.3,21.6,30.84262071,58.24504268,18.3931276,29.24447772,25.2792475,10.4,12.63157895,3.846648268,235.0347809,88.88780687,19.66292135,3.7,8946.27444,367.8877297,0,69.22447607
77,5.8,-0.2959269,-5.019111,833,165,973,2110,58.358516,-134.530605,11.86616028,3.186228676,3.155554067,22.7027027,5342.664868,90436,6548.73,3080,18.04083795,28.8,8.3,14.7,31.18113869,100,21.99844628,50,13.09749723,7,4.749067967,3.208701176,714.1557496,78.20967583,14.15600495,6.6,7923.831393,494.6,0,65.7
78,5.8,0.0601816,-4.965477,1361,611,1430,2122,60.292592,-151.064475,14.90720276,3.813938604,3.442669075,18.26792964,7728.740963,63559,7830.27,4945.947431,19.17092751,29.6,7.8,20.9,30.31842978,86.45306859,21.29078378,30.3030303,17.93738719,7.7,8.488651043,4.65863304,235.0347809,95.92624031,19.47870607,15.2,7830.639129,375.5,0,83
79,5.8,-0.1969718,-5.119158,1250,396,1386,2130,55.367858,-131.678527,15.63185254,3.517277486,3.30679399,23.07692308,2615.493536,71298,7941.1,3537,20.07768666,35.6,8.2,19.3,31.82392982,100,21.49228454,50,16.5626336,9.3,6.306306306,4.179451824,358.2923423,81.36341843,15.28964862,7.6,7149.653676,496,0,77.4
80,5.8,-0.0210562,-5.115808,723,345,1345,2150,57.779137,-152.460881,12.15396368,3.135033575,2.852057431,10.47619048,1878.467452,71118,8083.01,4885,16.48549674,32.8,8.3,21.1,29.34238286,98.61683343,21.29431911,100,21.69338266,7.5,5.103148751,4.189510192,235.0347809,62.14770921,24.04371585,1.8,5196.80526,453.6,0.223911941,28.9
81,4.5,0.764204,0.3135004,2883,820,3589,2158,62.1458,162.8919,37.94839327,7.230990498,5.880395998,40,428.9263125,31250,5566.38,1150,42.75405604,26.9,2,23.6,37.63225084,58.24504268,18.63495319,83.33333333,22.20316623,7.3,20.07130125,4.233938465,235.0347809,284.9567609,71.21661721,2.1,20346.04476,367.8877297,0.669234112,69.22447607
82,5.8,-0.2017101,-5.034644,1562,1620,1620,2164,58.557351,-156.371652,23.97352374,5.248305862,4.574549022,11.38116901,99.57217733,47644,9240.75,4945.947431,32.08132308,33.5,3.4,23.6,34.38953129,47.08767627,20.05509302,29.24447772,27.99717913,7.9,11.89488243,4.167251955,235.0347809,199.4017946,26.53061225,0,8946.27444,959.7,0,69.22447607
83,5.8,0.1148941,-5.107524,2130,839,2089,2170,61.611281,-149.421961,14.46825519,3.777675609,3.588179039,22.42647059,15350.25904,72296,7012.63,3148,18.70075734,33.1,7.8,20.8,34.53830633,57.04253048,22.41585152,37.03703704,15.71222171,8,8.66088571,4.284679289,276.4416799,86.72133939,20.32154341,42.1,7170.659493,429.3,0,69.3
84,5.8,-0.0216895,-5.098325,1102,113,1417,2180,64.457026,-165.295491,26.02367533,5.606600297,4.750987547,18.36734694,884.6605083,53877,8418.93,6740,35.81553086,35.5,3.4,23.1,35.60215423,54.62494732,20.32500496,100,21.50704694,8,12.57031059,4.500149592,235.0347809,161.9662705,50.76923077,0.2,13999.26473,2214.1,0.502219854,69.22447607
85,5.8,0.0625972,-5.104577,3202,1956,1397,2185,70.522779,-154.862085,16.59579701,4.106429671,3.575344268,30.10752688,1217.844339,82736,8425.68,4945.947431,25.81028242,36.8,6.9,24.4,33.56203351,64.71898197,23.68774256,33.33333333,19.61521451,7.3,7.438692098,4.168868619,809.2366373,94.9158138,43.62244898,1.7,11148.86138,805.2,0.497315951,69.22447607
86,5.8,-0.2392641,-5.114834,1535,104,3842,2188,66.943735,-161.638185,25.55922061,5.51575569,4.745658976,25.22522523,566.7954848,53060,9180.59,4945.947431,33.28326449,36.1,3.5,24.9,35.20411423,21.81310647,21.53173059,0,24.03859799,8.5,16.81864235,5.291996766,235.0347809,160.9929631,52.23097113,0,16902.98509,2412.3,0.497940332,69.22447607
87,5.8,-0.1969718,-5.119158,525,298,1094,2195,56.812712,-133.115025,13.15746697,3.375765532,3.109690091,9.090909091,442.3302542,59176,8482.76,4945.947431,17.34408676,30,8.4,17.6,28.0942693,58.24504268,20.91347435,29.24447772,21.35958395,7.8,9.341825902,4.459894025,411.1321948,88.88780687,16.73151751,0.7,8946.27444,367.8877297,0.669234112,63
88,5.8,-0.1969718,-5.119158,1269,1289,2148,2198,55.448164,-132.560842,19.29573622,4.449668766,3.968684662,29.12621359,1089.549425,46488,7343.66,4945.947431,23.35923851,35.4,6.4,24.1,33.07834928,58.24504268,20.17058865,40,24.26974396,10.1,11.42454161,4.630061132,235.0347809,144.9445685,18.28193833,10.1,11628.0294,441.6,0,38.9
89,5.8,-0.3673916,-5.130077,491,68,724,2220,57.062746,-135.337171,13.62025284,3.416354987,3.147487262,17.98941799,1357.628366,69501,10206.38,4439,17.70002666,28.9,8.2,17.6,30.07379916,100,22.12069796,29.24447772,19.7079314,7.8,4.675207912,3.494154689,100.6317437,56.43086091,17.00288184,1.3,5987.631845,552.9,0.989737274,7.2
90,5.8,-0.0641811,-5.207704,1088,1157,1157,2230,59.464536,-135.311501,10.72976694,2.960803589,2.881349098,0,156.3488926,66991,3986.85,1000,16.21250406,29.9,8.1,15.2,28.37188813,58.24504268,24.32163312,29.24447772,14.65428277,6.6,10.55825243,2.556075485,372.0930233,88.88780687,19.75308642,1.1,8946.27444,367.8877297,0,69.22447607
91,5.8,0.0098974,-5.132557,982,861,1378,2240,63.856185,-144.687024,14.30833162,3.56537915,3.219130908,38.02816901,1822.581327,59382,7805.18,2602,18.69028212,32.8,6.3,17.8,28.12695807,33.24797269,20.95226798,20,21.42616318,8.5,10.441226,4.789319478,235.0347809,101.3934355,27.89598109,8.5,6378.087075,263.2,0.164882227,69.22447607
92,5.8,-0.0257573,-5.103568,1559,1546,3093,2261,61.26149,-145.882504,13.98436899,3.344520668,3.146076974,23.96694215,2439.042648,86196,7275.7,4945.947431,18.69078888,32.2,7.1,18.1,29.7949753,49.42922374,21.52499989,71.42857143,16.99867198,8.7,7.962433646,4.680283126,315.5850461,101.5959023,18.93687708,5.3,6693.247509,320.4,0,38.2
93,5.8,-0.1969718,-5.119158,1206,360,1261,2275,56.385821,-132.310837,15.62533313,3.794439203,3.505598627,12.5,474.8826993,55696,9578.53,4945.947431,18.65306026,36.2,7.7,20.9,29.19640123,58.24504268,19.15829544,29.24447772,18.98928025,9.4,7.714285714,4.368630999,0,88.88780687,16,1.5,8946.27444,367.8877297,0.53360943,0.2
94,5.8,-1.506526,-4.985477,601,202,605,2282,59.547975,-139.724878,18.09969356,4.168482261,3.777269071,14.28571429,95.74248144,59955,3895.85,4945.947431,22.24992157,31.3,5.9,22.4,33.35269154,100,19.46487283,29.24447772,23.2421875,9.1,9.361702128,3.256,235.0347809,88.88780687,18,0,8946.27444,652.5,0,69.22447607
95,5.8,0.0490684,-5.074229,5526,1073,2683,2290,65.010262,-152.550423,23.97820843,5.211278869,4.615106229,43.57638889,626.1558132,37907,5767.61,1880,31.35885493,32.2,2.2,22.8,34.53122622,33.53614889,19.18366393,14.28571429,27.56024096,8.8,18.26226871,5.972915635,235.0347809,242.1745102,50,6.6,19307.38947,1210.9,0.19617297,69.22447607
96,5.7,0.9266468,0.0935677,3046,1155,1461,4001,35.577687,-109.41484,26.15931018,5.598909347,5.499618142,25.83621684,4468.810399,33053,8644.84,5557,21.55277574,34.4,1.8,26.9,34.94037892,19.10008669,11.89385569,30,19.51417794,15.7,10.4167687,7.039352082,108.9679967,199.4699323,33.96471199,38,16294.29882,941.6,0.669234112,18.6
97,7.5,1.095507,0.654811,1965,837,1757,4003,31.607357,-110.063053,17.3962766,4.123649228,3.973075941,15.82002903,25459.16706,48966,8001.74,3823,15.93978864,26.9,6.8,21.4,30.93368862,60.26373091,16.0204045,31.95876289,10.45808125,10.5,5.612379236,4.95188508,333.03113,86.45251264,16.14951357,21.4,7598.28362,336.2,0.802746559,69
98,5.6,1.054721,-0.2088744,1204,505,1354,4005,35.514426,-111.590056,15.99106898,4.200014953,4.54292159,18.74554526,30178,54399,8136.45,2098,16.35938032,23.7,6,16,30.63310324,82.96992285,19.86299228,25.41666667,13.75510132,7.7,5.553123466,5.338881491,357.2531363,99.85582775,25.37537538,15.1,8447.156279,753.4,0.802746559,42.4
99,5.8,0.8808818,0.6647975,2329,1726,1783,4007,33.82356,-111.007494,21.4606879,5.090789447,4.847280495,17.55593804,1518.889173,38897,9289.48,3458,18.14261957,31.1,6.1,27.5,32.42381874,91.50698733,14.52460715,25.64102564,14.37922297,13,6.062166464,4.549234014,574.255174,149.7815217,16.95361071,15.8,13956.74848,302.9,0.669234112,88
100,6,0.7939864,1.034606,1880,2498,1499,4009,32.86733,-109.812181,21.38923871,4.430767245,4.043639781,15.93886463,594.2282123,46378,8286.69,2688,17.91420647,34.8,6.2,24.3,29.29763508,58.6646964,17.42891512,46.875,10.24486064,11.1,5.442695694,4.98747191,108.859994,79.71515119,17.24452555,16.7,7833.688943,329.2,0.669234112,74.6
101,5.7,0.8779061,0.7511034,2403,9455,4728,4011,32.970402,-109.248712,19.16354423,4.084283865,3.775663391,7.826086957,195.5060439,63557,6331.43,2049,15.30389075,29.7,5.6,21.1,34.04365561,46.1419936,17.60244064,33.33333333,8.353136882,11.4,5.110220441,3.557500797,40.78303426,63.84065373,14.44099379,16.3,6963.086578,346.3,0.669234112,0
102,5.7,0.9073426,0.3781089,2540,896,2289,4012,33.908361,-114.172146,22.49547748,4.672051473,4.399593906,18.13186813,1962.946591,36389,8788.3,4270,15.49751216,28.6,6.2,28.5,31.53598945,34.93093855,12.47289081,7.594936709,19.64445166,14.6,5.379564566,4.563022627,264,152.5215252,14.7357181,12.1,13532.48287,377.1,0.669234112,67
103,10.6,1.297593,0.7711866,1433,785,1497,4013,33.493403,-112.04143,14.63431052,3.591271194,3.669519586,19.34683214,889549,62221,9602.58,3054,13.74925703,26.6,7.7,19,34.26794227,91.70800895,18.537748,26.52194431,11.74948133,9.1,4.173421197,4.534233668,408.9127824,72.6077586,18.6392563,37.2,6352.865845,531.1,0.773062016,59.2
104,5.1,0.9303256,0.8185757,2184,1439,2438,4015,35.069679,-114.249634,20.85326239,4.895224749,4.508380246,16.61738616,19100.05341,42210,9210.51,4220,20.02779048,31.9,5.7,30.4,33.23755135,65.62846553,15.51207371,23.91304348,12.10580862,13.4,5.858725594,4.128664751,221.3248621,121.0460962,16.9367809,17.2,10638.97511,212,0.669234112,111.8
105,5.7,1.227014,-0.3985684,1746,1329,1702,4017,34.893625,-110.211155,23.79440337,5.764493889,5.073112617,19.11337209,11708.1896,40883,8244.8,3384,21.49919413,33,4.5,26.6,35.41784351,59.74183101,15.13784889,26.15384615,13.91126988,14.3,7.574328084,5.886742563,280.6343814,145.5732823,25.19777322,24.7,12723.51228,744.4,0.669234112,66
106,7.9,1.163192,0.6389926,1226,578,1626,4019,32.216707,-110.96001,16.05641558,3.869308186,3.853326337,22.3553836,220192,51392,8444.04,3016,13.89351317,25.1,7.5,18.3,30.90993482,85.96366485,16.97051248,30.07968128,10.99626665,8.7,4.48465378,4.784438463,470.116359,85.46416188,20.00590258,34.2,7281.72171,576.1,0.84491573,65.4
107,11.7,1.084037,1.099522,6439,1434,3118,4021,33.060133,-111.588364,19.57434113,4.509991859,3.977832334,28.28158623,59182.37657,53114,9607.71,3066,15.0965481,33,7.6,24.3,35.49079084,74.28719696,15.73683488,27.39726027,11.3295847,12.4,5.019371349,4.232115103,220.8840359,61.90667678,16.21081505,52.2,6901.707361,352.4,0.802746559,50.1
108,7.6,1.148265,0.4264322,2299,2888,3851,4023,31.434733,-110.943195,25.3747981,4.645654886,3.928240888,9.015256588,2419.832939,39265,6284.18,2100,15.60468406,23.3,8.1,18.2,31.43252488,66.6617461,13.84585438,22.58064516,14.92282675,9.2,9.510025788,4.626307321,140.3200583,48.68150663,22.72135417,26,4892.288492,430.5,0.669234112,21.9
109,5.1,0.9824299,0.7650616,1623,563,1574,4025,34.629014,-112.267767,14.28128618,3.655576904,3.765856473,15.34446764,42429,49860,7906.11,2158,15.25279399,23.8,6.8,21.2,29.89418785,86.64237347,16.48173399,19.46902655,12.7814112,10.4,4.503601506,4.144331341,299.5817804,126.58091,18.24829379,26.9,8042.676144,214.2,0.802746559,87.2
110,8,0.9618529,0.5265109,2448,1853,3518,4027,32.65004,-114.598663,25.93220555,4.875195902,4.033835749,12.2315253,19031,46013,9613.18,3861,14.89587161,33.1,6.9,25.8,29.77412231,83.58169307,15.48240407,32.47863248,15.136733,13.7,17.04897706,4.351046865,330.4458947,62.04202418,19.4790487,19.2,5834.212268,529.2,0.669234112,48.5
111,10,0.1084882,0.3294862,2024,946,2246,5001,34.405316,-91.461284,24.35948554,4.714443704,4.934615722,17.72151899,3592.274001,43752,8866.07,6718,19.46592114,33,5.7,35.4,36.1572473,47.68915295,12.97711916,46.15384615,8.904109589,15.3,3.261954954,4.852506086,472.8962871,103.2777083,8.973531311,12.9,11515.56631,547.9,0.920362274,116
112,9.6,0.8755393,-0.1744894,2277,1352,2535,5003,33.179373,-91.87136,23.49308298,4.791386597,4.81335011,9.782608696,1539.990477,40495,12060.59,7446,20.11461134,40.1,6.2,41.7,33.27037939,50.25396971,13.24519162,24,8.12873054,16.2,5.730994152,5.426195565,320.9196503,76.07565194,12.49249249,19.8,10396.19477,537.5,0.712136802,108.1
113,9.7,0.8428338,-0.5800309,1369,350,1880,5005,36.332208,-92.383933,20.29167443,4.677697163,5.074267053,14.12429379,5892.339544,43011,8827.2,4915,17.95878973,35.4,7.8,34.6,31.74083172,75.19090405,12.92055116,16.21621622,8.504927065,17.2,4.231449302,3.599042339,182.3879355,102.2973052,11.75337187,14.7,9257.912334,243.6,0.800281777,133.4
114,10.4,0.8732282,-0.1078273,1688,458,2443,5007,36.337348,-94.230543,19.90779502,4.434446509,4.387170672,9.553719008,53329,64728,9083.1,3355,17.57684087,31.9,8.3,25,30.30248546,76.46822295,17.32967924,21,9.993601251,9.6,2.904993358,4.127759479,274.5257531,60.93082198,11.21746236,21,6338.828691,300,0.993405524,79.4
115,9.4,0.8356718,-0.2688082,1382,984,1869,5009,36.267871,-93.099344,19.81726228,4.575564121,4.573298846,7.407407407,4256.84737,41770,8837.97,3368,19.60301011,36.6,7.1,31.6,29.64911616,55.58355689,15.56871701,18.75,8.506802721,14.2,3.432147146,3.884888188,551.2074386,81.50177749,12.23262032,22.4,8661.918063,319.7,0.654474012,141.2
116,9.8,0.8392338,-1.063049,1833,3621,2716,5011,33.569321,-92.103312,28.90434881,5.299967602,5.242663985,9.836065574,984.3238054,35950,11131.09,6652,22.55589448,40.3,6.5,37.2,38.02559826,68.07438304,12.26870441,12.5,11.55077768,14.9,4.681434117,5.757726389,261.4025599,95.75256093,17.7173913,26,11704.7401,513.8,0.75183041,109.6
117,9.7,0.4717832,-1.335208,2572,493,3697,5013,33.591116,-92.495555,24.08956168,5.007795996,4.975184463,8.333333333,898.1967417,42484,9769.96,5381,21.49731607,34.9,4.6,34.7,35.63525329,10.58122206,13.52526377,28.57142857,8.629572385,14.9,3.939008894,4.785901101,211.1729699,103.5951349,11.76470588,38.2,12890.36103,344.2,0,73.7
118,9.4,0.9107885,-0.2708402,1728,1164,3493,5015,36.373069,-93.570816,22.11498984,4.827036113,4.774954582,17.72151899,3201.199975,38297,8778.75,3579,18.68254705,32.4,8.1,31.6,34.32681775,52.2444072,13.16246491,26.53061225,13.98802508,12.9,3.290829961,3.944622965,336.5912486,96.50980223,16.67425968,23.4,10142.19375,213,0.734499383,78.4
119,10,0.8485741,0.5906365,912,177,1330,5017,33.32186,-91.318378,28.83932592,5.390814661,4.997609086,13.44537815,1022.426664,31810,12256.4,10147,22.97519922,41.4,2.9,30.4,37.48387529,29.42372881,11.38653274,12,9.471971972,14.1,6.533523538,6.854269413,366.7813802,92.52036355,17.94019934,28.6,13364.94021,707.4,0.797882298,80
120,10.1,0.0717055,-1.337112,2266,474,2229,5019,34.094705,-93.124856,23.31334818,4.942700579,4.998257176,15.70680628,2203.247813,40536,8440.02,4286,20.5630671,32.8,5.1,34,33.23600688,66.87975647,14.71558041,21.73913044,8.479188571,12.5,3.980992608,4.862902742,329.4783628,67.31501656,15.26497696,27.5,9509.623354,720.2,0.6957489,95.3
121,10.8,0.8513206,0.46385,4973,3730,2131,5021,36.370695,-90.372418,22.79065597,4.91438151,5.107797832,6.918238994,2504.77564,35164,11970.07,7189,21.21881733,38.4,7.2,30.6,32.40768564,32.82347821,13.73988631,22.72727273,8.956521739,14.7,4.553148274,4.904981132,221.2389381,103.3536949,12.70801815,34.7,12088.15363,198.6,0.773600916,111.4
122,10.1,-0.0389576,-0.9813735,1684,1670,2783,5023,35.510232,-92.037481,18.01410343,4.230966491,4.483847126,7.954545455,3014.308867,43170,8714.03,4033,17.99265373,34.3,7.7,36.9,30.65829619,65.15979977,14.39144296,28,9.579868236,13.9,4.897871885,4.482588681,367.1850456,103.069261,10.9798129,33.5,10614.12193,231.7,1,112.2
123,9.8,0.8660349,-1.372915,8241,480,2468,5025,33.914989,-92.139146,20.68209807,4.599309554,4.731522085,4.347826087,887.4790503,47812,10817.93,3659,18.79179507,35.2,7.2,31.7,33.30169139,6.893773737,14.42175623,30,7.681859342,14.9,4.374057315,4.337602562,95.27779432,93.31036463,7.946026987,55.1,12142.07159,361,0.550478998,0.7
124,9.8,0.8767294,-1.337632,1707,514,2363,5027,33.258045,-93.247459,24.28123597,5.055506628,4.895989825,9.349593496,2947.718417,38488,9512.59,6490,21.41267237,33.6,6,33.6,37.42275777,59.61225155,13.60101551,50,8.950871981,14.2,5.04662644,6.345384615,316.8448919,86.85557755,11.93329859,18.6,9749.876578,879.2,0.608560477,101.5
125,10.2,-0.0247549,-0.2893688,1611,395,2615,5029,35.214487,-92.70416,22.31282155,4.791452043,4.852045873,14.47963801,2846.0432,43519,8556.84,3927,21.01056134,36.9,6.9,35,34.07768628,43.68918347,14.02729851,23.07692308,8.766698473,16,4.733727811,5.137922372,210.9954719,88.40304183,14.83253589,37.2,10403.4429,385.4,0.998641673,122.1
126,10.8,-0.0512594,0.2650024,854,275,1339,5031,35.835235,-90.669325,21.03782042,4.461792551,4.796595972,7.407407407,18056.25343,49355,10313.16,6517,20.96940424,36.6,6.8,32.1,31.3895805,64.25557065,14.2584188,29.48717949,9.511303304,12.8,2.97954702,4.718637625,431.206082,71.35869253,15.3518399,15,8356.710292,679.4,0.88929495,141.5
127,10.3,0.8594372,-0.2180531,2395,2100,6300,5033,35.496882,-94.28436,21.14032775,4.621084651,5.056938927,9.662398137,8079.083743,44850,10494.09,4491,20.32802496,35.8,7.5,28.6,34.10747445,73.56815394,15.59626473,30,9.808760025,13.2,3.540917266,4.077876194,380.194159,69.28711614,14.3551797,27.8,9552.833562,345.2,0.967787919,141.4
128,10.1,0.8333097,0.6950784,2735,530,1573,5035,35.17736,-90.217261,25.0226607,5.038208686,4.997353262,10.91877497,2597.286785,39272,9753.17,5191,24.00204619,41.1,5.8,37.2,36.32218693,72.30560685,13.48386439,29.6875,7.255816189,16.3,4.292199752,4.809977351,1274.262551,84.06364471,19.01907357,29.6,12013.32159,1129.4,0.826189355,105.5
129,10.2,0.8941193,0.5442095,2434,2409,2108,5037,35.252833,-90.775307,23.46283879,4.914730173,4.87909998,7.90513834,1348.141405,41661,10753.66,7218,21.47414796,36.7,6.6,38.2,34.31668546,49.31169558,13.49489682,31.25,8.497492186,14.4,3.974624547,4.60168492,664.317486,94.23097058,13.58381503,29.5,12112.61914,838.9,0.745248385,101.9
130,9.9,-0.1575021,-1.410706,2490,493,3697,5039,33.869213,-92.527123,23.83399439,4.760620226,4.740606413,13.04347826,1177.86255,33739,10748.94,4316,19.07861276,40.2,5.4,37.5,36.29400381,18.48201084,12.60974702,30,8.061280321,15,4.51232211,3.857568751,597.3638075,68.14488651,11.38461539,46.3,11651.7478,578.6,0.926322915,77.6
131,10,0.804302,0.6917838,1697,1681,3921,5041,33.773838,-91.417485,30.37802905,5.602074814,5.224990981,13.00448431,977.9733356,33228,11405.65,8293,25.38666552,38.8,4.1,33.1,39.95325075,58.73308733,11.25535712,36.36363636,9.472359173,15.5,4.804694664,5.17757463,730.1419066,76.19173817,16.12903226,23.7,14254.73062,718.8,0.812039727,129.4
132,9.8,0.8391418,-0.2525503,1554,156,4637,5043,33.6274,-91.781779,24.45280368,5.083486525,5.157668724,11.87214612,1711.453332,41339,11197.83,8042,21.39009933,38.2,5.6,32.9,36.77830222,39.68880004,13.62335901,9.090909091,9.366033611,14.7,5.161865919,6.157331855,361.8657372,78.17268668,18.11346548,24.9,10744.4621,665.7,0.891787709,120.8
133,10.6,-0.0297223,-0.5440824,2004,865,2524,5045,35.104918,-92.405359,19.43906304,4.553624888,4.676949033,6.686701728,17862.37835,51535,9748.51,3879,18.31142552,35.6,7.3,29.1,35.05157956,54.95995125,15.56228777,21.91780822,8.225208081,10.7,3.320388983,4.579455085,361.2358284,64.00331698,15.25286425,36.1,7532.078218,550.4,1,89.9
